States/UTs,Crime Head,2012
Daman & Diu,KIDNAPPING & ABDUCTION,0
Delhi UT,KIDNAPPING & ABDUCTION,2160
Lakshadweep,KIDNAPPING & ABDUCTION,0
Puducherry,KIDNAPPING & ABDUCTION,16
ALL INDIA K&A,KIDNAPPING & ABDUCTION,38262
Andhra Pradesh,DOWRY DEATH,504
Arunachal Pradesh,DOWRY DEATH,1
Assam,DOWRY DEATH,140
Bihar,DOWRY DEATH,1275
Chhattisgarh,DOWRY DEATH,81
Goa,DOWRY DEATH,0
Gujarat,DOWRY DEATH,21
Haryana,DOWRY DEATH,258
Himachal Pradesh,DOWRY DEATH,2
Jammu & Kashmir,DOWRY DEATH,8
Jharkhand,DOWRY DEATH,302
Karnataka,DOWRY DEATH,218
Kerala,DOWRY DEATH,32
Madhya Pradesh,DOWRY DEATH,743
Maharashtra,DOWRY DEATH,329
Manipur,DOWRY DEATH,0
Meghalaya,DOWRY DEATH,1
Mizoram,DOWRY DEATH,0
Nagaland,DOWRY DEATH,0
Odisha,DOWRY DEATH,525
Punjab,DOWRY DEATH,118
Rajasthan,DOWRY DEATH,478
Sikkim,DOWRY DEATH,1
Tamil Nadu,DOWRY DEATH,110
Tripura,DOWRY DEATH,37
Uttar Pradesh,DOWRY DEATH,2244
Uttarakhand,DOWRY DEATH,71
West Bengal,DOWRY DEATH,593
A&N Islands,DOWRY DEATH,2
Chandigarh,DOWRY DEATH,5
D&N Haveli,DOWRY DEATH,0
Daman & Diu,DOWRY DEATH,0
Delhi UT,DOWRY DEATH,134
Lakshadweep,DOWRY DEATH,0
Puducherry,DOWRY DEATH,0
ALL INDIA,DOWRY DEATH,8233
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4816
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,67
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1840
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,118
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1601
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,49
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,745
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,525
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,250
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1322
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,284
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2978
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3735
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6655
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3935
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,49
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,43
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,85
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,16
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4187
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,340
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2352
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1494
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,314
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3247
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,139
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3345
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,45
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,727
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,9
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,45351
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,3714
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2
Assam,INSULT TO THE MODESTY OF WOMEN,5
Bihar,INSULT TO THE MODESTY OF WOMEN,37
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,162
Goa,INSULT TO THE MODESTY OF WOMEN,16
Gujarat,INSULT TO THE MODESTY OF WOMEN,93
Haryana,INSULT TO THE MODESTY OF WOMEN,434
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,68
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,347
Jharkhand,INSULT TO THE MODESTY OF WOMEN,10
Karnataka,INSULT TO THE MODESTY OF WOMEN,100
Kerala,INSULT TO THE MODESTY OF WOMEN,498
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,774
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1294
Manipur,INSULT TO THE MODESTY OF WOMEN,1
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,0
Nagaland,INSULT TO THE MODESTY OF WOMEN,0
Odisha,INSULT TO THE MODESTY OF WOMEN,304
Punjab,INSULT TO THE MODESTY OF WOMEN,31
Rajasthan,INSULT TO THE MODESTY OF WOMEN,18
Sikkim,INSULT TO THE MODESTY OF WOMEN,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,382
Tripura,INSULT TO THE MODESTY OF WOMEN,7
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,8
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,73
West Bengal,INSULT TO THE MODESTY OF WOMEN,556
A&N Islands,INSULT TO THE MODESTY OF WOMEN,4
Chandigarh,INSULT TO THE MODESTY OF WOMEN,25
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,208
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2
All India,INSULT TO THE MODESTY OF WOMEN,9173
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,13389
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,26
Assam,CRUELTY BY HUSBAND OR RELATIVES,6407
Bihar,CRUELTY BY HUSBAND OR RELATIVES,3686
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,980
Goa,CRUELTY BY HUSBAND OR RELATIVES,24
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,6658
Haryana,CRUELTY BY HUSBAND OR RELATIVES,3137
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,251
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,301
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,1261
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,3684
Kerala,CRUELTY BY HUSBAND OR RELATIVES,5216
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,3988
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,7415
Manipur,CRUELTY BY HUSBAND OR RELATIVES,43
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,16
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,8
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2638
Punjab,CRUELTY BY HUSBAND OR RELATIVES,1293
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,13312
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,4
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,1965
Tripura,CRUELTY BY HUSBAND OR RELATIVES,858
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,7661
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,368
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,19865
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,5
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,73
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,0
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,3
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,1985
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,1
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,6
All India,CRUELTY BY HUSBAND OR RELATIVES,106527
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,472
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,30
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,35
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,5
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,40
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,44
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,69
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,6
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,3
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,12
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,335
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,210
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,13
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,366
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,15
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,7
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,0
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,4
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,24
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,86
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,99
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,500
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,31
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,12
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,109
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,0
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,3
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,24
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,4
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2563
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,21
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,5
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,62
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,34
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,7
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,141
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,28171
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,201
Assam,TOTAL CRIMES AGAINST WOMEN,13544
Bihar,TOTAL CRIMES AGAINST WOMEN,11229
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,4228
Goa,TOTAL CRIMES AGAINST WOMEN,200
Gujarat,TOTAL CRIMES AGAINST WOMEN,9561
Haryana,TOTAL CRIMES AGAINST WOMEN,6002
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,912
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,3328
Jharkhand,TOTAL CRIMES AGAINST WOMEN,4536
Karnataka,TOTAL CRIMES AGAINST WOMEN,10366
Kerala,TOTAL CRIMES AGAINST WOMEN,10930
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,16832
Maharashtra,TOTAL CRIMES AGAINST WOMEN,16353
Manipur,TOTAL CRIMES AGAINST WOMEN,304
Meghalaya,TOTAL CRIMES AGAINST WOMEN,255
Mizoram,TOTAL CRIMES AGAINST WOMEN,199
Nagaland,TOTAL CRIMES AGAINST WOMEN,51
Odisha,TOTAL CRIMES AGAINST WOMEN,11988
Punjab,TOTAL CRIMES AGAINST WOMEN,3238
Rajasthan,TOTAL CRIMES AGAINST WOMEN,21106
Sikkim,TOTAL CRIMES AGAINST WOMEN,68
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,7192
Tripura,TOTAL CRIMES AGAINST WOMEN,1559
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,23569
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,1067
West Bengal,TOTAL CRIMES AGAINST WOMEN,30942
A&N Islands,TOTAL CRIMES AGAINST WOMEN,49
Chandigarh,TOTAL CRIMES AGAINST WOMEN,241
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,16
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,11
Delhi UT,TOTAL CRIMES AGAINST WOMEN,5959
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2
Puducherry,TOTAL CRIMES AGAINST WOMEN,61
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,244270
