States/UTs,Crime Head,2002
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,653
Goa,CRUELTY BY HUSBAND OR RELATIVES,8
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,3321
Haryana,CRUELTY BY HUSBAND OR RELATIVES,1565
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,234
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,54
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,588
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,1826
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2836
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,3117
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,5353
Manipur,CRUELTY BY HUSBAND OR RELATIVES,10
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,0
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,3
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,1167
Punjab,CRUELTY BY HUSBAND OR RELATIVES,944
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,5691
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,3
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,1052
Tripura,CRUELTY BY HUSBAND OR RELATIVES,236
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,5679
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,316
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,4069
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,4
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,56
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,3
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,3
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,135
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,9
All India,CRUELTY BY HUSBAND OR RELATIVES,49237
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,871
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,24
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,10
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,12
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,25
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,57
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,32
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,3
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,3
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,1388
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,132
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,14
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,182
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,6
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,0
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,0
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,4
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,24
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,38
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,55
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,3530
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,42
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,0
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,42
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,0
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,3
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,3
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,69
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,27
All India,IMMORAL TRAFFIC(PREVENTION)ACT,6598
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2403
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,4
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,26
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,4
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,8
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,54
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,5
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2508
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,18880
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,159
Assam,TOTAL CRIMES AGAINST WOMEN,5092
Bihar,TOTAL CRIMES AGAINST WOMEN,5743
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,3538
Goa,TOTAL CRIMES AGAINST WOMEN,76
Gujarat,TOTAL CRIMES AGAINST WOMEN,5373
Haryana,TOTAL CRIMES AGAINST WOMEN,4385
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,838
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2016
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2490
Karnataka,TOTAL CRIMES AGAINST WOMEN,6170
Kerala,TOTAL CRIMES AGAINST WOMEN,5829
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,15260
Maharashtra,TOTAL CRIMES AGAINST WOMEN,11322
Manipur,TOTAL CRIMES AGAINST WOMEN,170
Meghalaya,TOTAL CRIMES AGAINST WOMEN,71
Mizoram,TOTAL CRIMES AGAINST WOMEN,154
Nagaland,TOTAL CRIMES AGAINST WOMEN,26
Odisha,TOTAL CRIMES AGAINST WOMEN,4779
Punjab,TOTAL CRIMES AGAINST WOMEN,2295
Rajasthan,TOTAL CRIMES AGAINST WOMEN,12049
Sikkim,TOTAL CRIMES AGAINST WOMEN,28
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,9798
Tripura,TOTAL CRIMES AGAINST WOMEN,536
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,15647
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,870
West Bengal,TOTAL CRIMES AGAINST WOMEN,6842
A&N Islands,TOTAL CRIMES AGAINST WOMEN,27
Chandigarh,TOTAL CRIMES AGAINST WOMEN,189
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,15
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,8
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2216
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2
Puducherry,TOTAL CRIMES AGAINST WOMEN,141
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,143034
