States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
22,57,0.04701875925951006,-1.7940030993258906,5,3,0,26,1.4365756474782323,0.6689562648444963,63,51+,OBC,3,Stranger,0,4
23,57,-0.06932452420435586,-1.7940030993258906,5,10,2,29,1.1946568195273006,-0.3039575092717526,18,18-30,SC,2,Stranger,0,3
24,57,-0.1656138007703185,-1.7940030993258906,5,5,1,13,-0.9918135964674809,-1.0852622693078495,56,51+,SC,3,Relative,1,4
25,57,-0.16516314892991618,-1.7940030993258906,5,4,0,27,0.7787538155231524,-0.2830497590324485,20,18-30,General,1,Acquaintance,2,4
26,57,-0.16321032428817278,-1.7940030993258906,5,4,0,13,-1.0370924861098487,-0.9405501895594799,35,31-50,OBC,1,Husband,0,4
27,57,-0.16583912669051967,-1.7940030993258906,5,3,0,0,0.3103647972138508,-0.5556114141712825,45,31-50,SC,1,Neighbor,3,4
28,57,-0.10778014791868729,-1.7940030993258906,5,0,0,33,1.163037206166901,0.18869010456272794,44,31-50,OBC,1,Husband,5,4
30,57,-0.1447335988316776,-1.7940030993258906,5,0,1,5,-0.26392354431802184,0.16888970550389415,20,18-30,OBC,2,Stranger,2,3
31,57,-0.08832701014132041,-1.7940030993258906,5,11,2,33,-0.8436805247523759,0.8311784961052392,15,<18,SC,2,Husband,2,3
32,57,-0.16651510445112314,-1.7940030993258906,5,10,0,29,-1.0017320404736536,0.7125936303455802,36,31-50,SC,1,Husband,0,5
34,57,-0.13534501882329592,-1.7940030993258906,5,4,3,15,-0.5037581117679312,0.47007442021028534,20,18-30,General,1,Husband,2,4
41,57,-0.1594548922848201,-1.7940030993258906,5,11,1,29,1.2726786354659219,1.0208978978072325,31,31-50,SC,1,Neighbor,5,4
42,57,-0.020053256320368747,-1.7940030993258906,5,0,2,3,0.053772315094575814,-1.4660027061698007,62,51+,OBC,3,Relative,3,3
43,57,-0.16155793420669762,-1.7940030993258906,5,2,3,25,1.066280317077164,-0.44760616086683974,20,18-30,SC,3,Husband,2,0
44,57,-0.11386394776411861,-1.7940030993258906,5,9,3,39,-0.9022717018820878,0.869460992161869,20,18-30,OBC,1,Acquaintance,2,0
0,57,-0.16689064765145842,-1.7940030993258906,5,2,3,17,1.5638144416112123,-0.191403946802764,40,31-50,SC,0,Stranger,0,3
8,57,-0.1657640180504526,-1.7940030993258906,5,11,0,25,-1.130442434036464,-0.29420221525930146,22,18-30,ST,2,Husband,0,3
10,57,-0.16666532173125725,-1.7940030993258906,5,5,0,26,1.6865846582124888,0.21738319267759076,26,18-30,ST,1,Stranger,4,1
11,57,-0.16711597357165958,-1.7940030993258906,5,0,3,2,-1.2435300497470607,1.5202113909300847,57,51+,General,3,Acquaintance,4,3
12,57,-0.13849958170611218,-1.7940030993258906,5,1,2,32,-0.028545873910711853,-0.0172085869809656,62,51+,SC,3,Relative,0,2
21,57,-0.16711597357165958,-1.7940030993258906,5,10,0,39,1.150198134427275,-0.18340665275563664,46,31-50,OBC,1,Relative,0,5
29,57,-0.1664399958110561,-1.7940030993258906,5,8,2,29,-0.7615223040782718,0.7634439884419933,38,31-50,OBC,0,Unknown,3,4
3,57,1.040255415506226,-1.7940030993258906,5,4,0,30,0.7787468574169578,0.35454816477965695,57,51+,OBC,1,Husband,5,4
4,55,-0.10965786392036361,-1.7940030993258906,3,7,0,23,-1.1943426306584786,-1.1552081168888229,20,18-30,Unknown,3,Relative,2,4
5,55,-0.16298499836797162,-1.7940030993258906,3,2,0,31,-0.7407768209906428,1.278626723995352,31,31-50,General,1,Relative,5,0
6,55,-0.08674972869991229,-1.7940030993258906,3,5,2,29,-0.5377579124638358,-0.3575082499048382,20,18-30,Unknown,3,Stranger,2,0
7,55,-0.12820969801692583,-1.7940030993258906,3,6,0,36,-1.6626412720944765,-0.3643841317532239,20,18-30,SC,1,Husband,2,0
9,55,-0.15427239612019342,-1.7940030993258906,3,8,2,5,0.22913966778143766,-1.415507708353284,28,18-30,SC,1,Relative,5,3
13,55,-0.16666532173125725,-1.7940030993258906,3,7,0,28,-0.7023071833016017,0.8865834455447845,20,18-30,OBC,1,Relative,2,0
14,55,-0.1027478690341947,-1.7940030993258906,3,0,1,10,-1.0611180166338061,-1.5698383138758845,52,51+,OBC,1,Relative,0,3
15,55,-0.14480870747174468,-1.7940030993258906,3,6,0,11,0.9038537143394769,0.13737707285580128,38,31-50,OBC,1,Neighbor,5,0
16,55,-0.15922956636461896,-1.7940030993258906,3,3,3,27,-0.9750718743615779,-0.5191673793402575,42,31-50,OBC,1,Stranger,1,0
17,55,-0.12926121897786458,-1.7940030993258906,3,3,2,7,-1.329058883172038,0.41860473639250534,20,18-30,SC,2,Husband,2,4
18,55,-0.14616066299295163,-1.7940030993258906,3,5,1,28,-0.980519053427352,-1.0798150994322506,49,31-50,SC,0,Relative,1,4
19,55,-0.14676153211348805,-1.7940030993258906,3,3,2,19,0.9291550052099173,-0.48431766244801316,19,18-30,SC,1,Stranger,0,3
20,55,-0.15983043548515538,-1.7940030993258906,3,6,0,19,1.169710782816511,-0.00712698286867708,41,31-50,SC,0,Husband,4,3
22,55,-0.11694340200686781,-1.7940030993258906,3,6,3,0,0.9856003301117144,1.1218092469260776,28,18-30,ST,2,Relative,0,4
23,55,-0.12122459449068987,-1.7940030993258906,3,10,3,11,0.8193648782061311,-0.7824296179776655,20,18-30,ST,3,Acquaintance,2,0
24,55,-0.16245923788750224,-1.7940030993258906,3,8,3,35,-0.936381419863998,0.6251720176640928,51,51+,Unknown,3,Neighbor,0,0
25,55,-0.16628977853092197,-1.7940030993258906,3,4,0,21,-0.051898902216282024,1.6844163183437695,20,18-30,OBC,3,Acquaintance,2,4
26,55,-0.1670408649315925,-1.7940030993258906,3,2,0,30,0.3787780922538125,-0.7500017729135592,16,<18,General,2,Husband,5,0
27,55,-0.16666532173125725,-1.7940030993258906,3,1,3,4,1.1007481439183122,-0.047897813900319976,34,31-50,General,1,Relative,0,4
28,55,-0.13451882378255833,-1.7940030993258906,3,11,0,0,0.765448977260266,-0.9695706274848228,20,18-30,OBC,0,Relative,2,0
30,55,-0.14278077418993423,-1.7940030993258906,3,3,0,28,1.2123253690259037,-1.6311758676817083,24,18-30,OBC,2,Acquaintance,5,4
31,55,-0.004505767826488666,-1.7940030993258906,3,5,1,17,1.1165272228463579,-0.7129174270599081,53,51+,ST,3,Neighbor,0,4
32,55,-0.16696575629152546,-1.7940030993258906,3,3,0,30,0.31462309606831046,1.6962714694187948,28,18-30,Unknown,2,Acquaintance,5,5
34,55,-0.12152502905095808,-1.7940030993258906,3,11,1,5,1.539401396073914,-0.575745614943637,42,31-50,OBC,1,Relative,3,3
41,55,-0.1644871711693127,-1.7940030993258906,3,8,3,25,-1.1441567358777927,-1.1579807130267914,40,31-50,Unknown,1,Relative,5,4
42,55,0.04912180118138756,-1.7940030993258906,3,9,2,24,1.0256206886531467,-0.02889465807966098,44,31-50,OBC,1,Stranger,1,4
43,55,-0.15765228492321082,-1.7940030993258906,3,10,0,36,-0.3776489051742111,0.5696223419271127,61,51+,General,3,Husband,3,4
44,55,-0.11491546872505737,-1.7940030993258906,3,6,3,25,0.6856302587766017,0.16700453207300495,39,31-50,OBC,1,Relative,1,4
0,55,-0.16696575629152546,-1.7940030993258906,3,10,3,32,-0.17738118260541713,1.600122625286732,19,18-30,OBC,1,Stranger,3,0
8,55,-0.1633605415683069,-1.7940030993258906,3,0,0,1,-0.7028848447282047,0.11165108747753799,57,51+,General,3,Unknown,3,3
10,55,-0.16696575629152546,-1.7940030993258906,3,2,2,31,1.5183414013285768,0.7969367144057624,20,18-30,ST,2,Husband,2,0
11,55,-0.16689064765145842,-1.7940030993258906,3,3,2,6,-0.25060628948610436,-1.2745033993658932,20,18-30,Unknown,3,Relative,2,5
12,55,-0.09471124454701996,-1.7940030993258906,3,4,0,13,-0.4616670074397233,0.5438562030661894,22,18-30,SC,2,Relative,3,3
21,55,-0.16711597357165958,-1.7940030993258906,3,9,3,29,-1.7127752982144382,-0.21137694613675279,29,18-30,General,1,Neighbor,3,4
29,55,-0.16689064765145842,-1.7940030993258906,3,0,0,30,0.9912273791502086,1.7016741584315855,20,18-30,SC,1,Relative,2,0
2,55,0.9328500602103394,-1.7940030993258906,3,8,2,19,-1.6671567884632885,0.905295056293556,64,51+,ST,3,Husband,1,0
4,45,-0.13557034474349708,-1.7940030993258906,2,3,0,13,0.4883220136662481,1.1339575524880972,20,18-30,ST,3,Stranger,2,4
5,45,-0.16711597357165958,-1.7940030993258906,2,0,3,32,-0.3354331619614538,-0.3191065230123627,20,18-30,OBC,1,Relative,2,3
6,45,-0.1626845638077034,-1.7940030993258906,2,3,2,18,0.5084144922890153,0.7642770969498625,32,31-50,SC,1,Husband,4,4
7,45,-0.10259765175406059,-1.7940030993258906,2,5,2,24,-1.7027023317931023,-1.1218591238003313,20,18-30,General,3,Acquaintance,2,4
9,45,-0.16185836876696583,-1.7940030993258906,2,8,2,9,1.1122390637625152,0.9987033323604103,19,18-30,General,2,Neighbor,0,3
13,45,-0.16696575629152546,-1.7940030993258906,2,1,3,8,0.9957553545082419,-1.10197429454013,22,18-30,SC,2,Stranger,4,4
14,45,-0.162083694687167,-1.7940030993258906,2,9,0,35,0.1415512791354604,-0.15572472597026016,35,31-50,SC,1,Husband,0,4
15,45,-0.1457100111525493,-1.7940030993258906,2,6,2,6,-0.3664135914745849,-0.5699436651745646,46,31-50,OBC,0,Husband,4,3
16,45,-0.16636488717098905,-1.7940030993258906,2,7,3,35,0.4001028690491816,0.8156622140745807,33,31-50,OBC,0,Relative,5,4
17,45,-0.16613956125078788,-1.7940030993258906,2,6,3,30,-0.28018889126820773,0.9957794701925277,54,51+,General,3,Relative,1,0
18,45,-0.15081739867710894,-1.7940030993258906,2,6,1,12,-0.41765087127694406,-1.1827561987320012,45,31-50,Unknown,1,Relative,3,4
19,45,-0.1505920727569078,-1.7940030993258906,2,0,2,28,-0.6410886907552548,1.5026898643186068,46,31-50,Unknown,0,Relative,4,5
20,45,-0.16508804028984914,-1.7940030993258906,2,9,3,1,1.3799902272083504,0.7392933878242,17,<18,ST,2,Relative,0,4
22,45,-0.12137481177082397,-1.7940030993258906,2,8,0,18,0.22662032788152048,-1.207230174284764,52,51+,OBC,3,Acquaintance,0,3
23,45,-0.14398251243100707,-1.7940030993258906,2,2,3,28,-1.006742371636812,-0.8570855624823945,20,18-30,SC,1,Husband,2,4
24,45,-0.16711597357165958,-1.7940030993258906,2,9,3,24,-0.07057812052318549,-1.626696435786699,43,31-50,SC,1,Stranger,0,4
25,45,-0.16711597357165958,-1.7940030993258906,2,9,1,16,-1.656077322003201,-1.4034917178396042,48,31-50,SC,1,Stranger,3,2
26,45,-0.16711597357165958,-1.7940030993258906,2,3,2,31,-1.1471859724434859,0.20427003563759527,20,18-30,OBC,1,Acquaintance,2,4
27,45,-0.16711597357165958,-1.7940030993258906,2,10,3,9,0.7407876780131178,0.9440435148170867,56,51+,OBC,1,Acquaintance,0,4
28,45,-0.14503403339194584,-1.7940030993258906,2,9,0,21,-0.9175800780106083,0.6650324858889605,39,31-50,OBC,1,Relative,0,3
30,45,-0.15517369980099807,-1.7940030993258906,2,7,1,32,1.686376470671402,-0.9137270507106269,38,31-50,General,0,Acquaintance,5,3
31,45,-0.13887512490644743,-1.7940030993258906,2,11,3,32,-0.29833693350780394,-1.3363958381970515,29,18-30,OBC,2,Acquaintance,5,0
32,45,-0.16711597357165958,-1.7940030993258906,2,2,0,26,0.5280871819004656,-1.7237240086983625,20,18-30,OBC,1,Relative,2,2
34,45,-0.15277022331885234,-1.7940030993258906,2,0,2,26,0.9193058626509131,0.15826144147445168,23,18-30,OBC,1,Relative,2,5
41,45,-0.16591423533058672,-1.7940030993258906,2,7,1,25,1.1445983060068665,0.45526967650269834,38,31-50,SC,1,Relative,0,0
42,45,-0.0010507703834042033,-1.7940030993258906,2,1,3,23,-1.573963094054094,-0.9829366419161536,62,51+,Unknown,3,Husband,0,3
43,45,-0.16290988972790457,-1.7940030993258906,2,5,1,11,1.4698793543550979,1.310957908015409,52,51+,ST,3,Unknown,3,0
44,45,-0.14721218395389038,-1.7940030993258906,2,8,0,37,1.2732464996208968,0.09527063499006723,20,18-30,OBC,2,Relative,2,3
0,45,-0.16711597357165958,-1.7940030993258906,2,9,2,3,-0.45839987008055877,0.3391182772438774,61,51+,General,1,Husband,5,3
8,45,-0.16689064765145842,-1.7940030993258906,2,2,2,13,1.0363733239152124,0.16802775214695034,20,18-30,OBC,1,Husband,2,4
10,45,-0.16711597357165958,-1.7940030993258906,2,11,2,20,1.3012545858110163,-1.6161663187804458,44,31-50,OBC,1,Unknown,5,0
11,45,-0.16711597357165958,-1.7940030993258906,2,0,2,25,1.1029991205481622,0.8585715613641262,20,18-30,General,1,Acquaintance,2,0
12,45,-0.15862869724408252,-1.7940030993258906,2,9,3,33,-1.2965919067878282,1.1094473923937638,41,31-50,General,1,Unknown,4,0
21,45,-0.16711597357165958,-1.7940030993258906,2,6,0,34,-0.3147275466833863,-1.4489336946261366,23,18-30,General,1,Husband,4,4
29,45,-0.1670408649315925,-1.7940030993258906,2,4,1,12,-0.9853585985132549,0.028492474778808112,54,51+,General,3,Relative,3,3
1,45,0.3474533195277242,-1.7940030993258906,2,0,3,28,1.2630909147998797,-0.8029933509903033,33,31-50,SC,1,Relative,0,5
4,40,0.09906904682597815,-1.7940030993258906,0,4,1,1,1.0430631648243813,-1.5154050179482244,24,18-30,OBC,1,Neighbor,5,4
5,40,-0.1612574996464294,-1.7940030993258906,0,6,2,26,-0.047640311797695456,1.6096288706195598,45,31-50,ST,1,Husband,0,4
6,40,-0.10327362951466407,-1.7940030993258906,0,5,0,33,0.04738797005894261,0.5466819929845904,27,18-30,General,1,Husband,1,3
7,40,-0.12490491785397549,-1.7940030993258906,0,8,3,30,0.3550163472041418,-0.34784396855406496,64,51+,SC,1,Husband,5,4
9,40,-0.03469944113344419,-1.7940030993258906,0,3,1,2,0.8541692967129326,1.4934239820461166,20,18-30,OBC,3,Husband,2,4
13,40,-0.16583912669051967,-1.7940030993258906,0,0,1,20,0.0704220618626969,-0.9572660258772397,48,31-50,SC,1,Acquaintance,0,0
14,40,-0.1103338416809671,-1.7940030993258906,0,10,3,0,1.1853779656462786,1.4806672772195686,20,18-30,General,3,Acquaintance,2,4
15,40,-0.13121404361960798,-1.7940030993258906,0,2,1,23,0.9650176700548565,-0.30572721666378805,20,18-30,SC,1,Husband,2,0
16,40,-0.14383229515087298,-1.7940030993258906,0,6,1,19,0.5487088697276176,-1.345070009985119,50,31-50,ST,0,Relative,0,3
17,40,-0.12039839944995227,-1.7940030993258906,0,0,3,22,-1.2103724356167782,0.6860821435754937,60,51+,ST,1,Husband,3,3
18,40,-0.14480870747174468,-1.7940030993258906,0,9,0,35,1.2826535592672845,0.9963489906881321,20,18-30,OBC,1,Relative,2,0
19,40,-0.04206008786001544,-1.7940030993258906,0,1,3,6,1.1895019573975354,1.0473277827212308,20,18-30,General,1,Neighbor,2,4
20,40,-0.021254994561441604,-1.7940030993258906,0,5,3,22,-0.721261464878818,-0.42681224826113545,20,18-30,OBC,1,Acquaintance,2,4
22,40,0.36337635122193956,-1.7940030993258906,0,9,0,38,0.13400384177959782,-1.3168932533329625,35,31-50,General,0,Husband,0,4
23,40,0.04491571733763256,-1.7940030993258906,0,1,1,27,1.609194124016333,0.31098025930829964,61,51+,General,3,Acquaintance,3,4
24,40,-0.16553869213025144,-1.7940030993258906,0,7,3,33,-0.6018563930060992,1.1114182743004104,26,18-30,Unknown,1,Husband,4,5
25,40,-0.16523825756998323,-1.7940030993258906,0,8,1,33,-1.396585080016407,1.0731326828495336,17,<18,SC,2,Relative,3,3
26,40,-0.16321032428817278,-1.7940030993258906,0,7,1,3,-0.4606597238821277,1.3835947202061556,64,51+,General,3,Husband,1,0
27,40,-0.16666532173125725,-1.7940030993258906,0,0,1,0,-1.547628753721776,1.529725304722358,37,31-50,OBC,1,Husband,1,4
28,40,-0.042811174260685966,-1.7940030993258906,0,2,3,16,0.9681421859534589,-0.7357504448685466,63,51+,ST,3,Relative,1,2
30,40,-0.13917555946671567,-1.7940030993258906,0,11,0,38,-0.6720351900905747,0.8757460062136817,33,31-50,OBC,1,Unknown,1,4
31,40,0.049046692541320505,-1.7940030993258906,0,11,2,31,1.1127462240272636,-0.5882159898678991,22,18-30,Unknown,2,Husband,4,4
32,40,-0.16711597357165958,-1.7940030993258906,0,8,0,31,0.35001648845085603,0.7840583503780965,20,18-30,General,1,Relative,2,4
34,40,-0.033948354732773654,-1.7940030993258906,0,2,3,36,1.5624739026463343,0.5614934010475071,55,51+,SC,3,Unknown,5,4
41,40,-0.16275967244777048,-1.7940030993258906,0,10,0,38,1.446174412927987,0.060195019596415676,20,18-30,OBC,2,Relative,3,3
42,40,0.04844582342078408,-1.7940030993258906,0,5,2,5,-0.649198208780951,-0.30702309729356786,15,<18,SC,2,Unknown,3,5
43,40,-0.15937978364475305,-1.7940030993258906,0,10,0,20,0.305037624269838,-1.623029896199322,56,51+,OBC,3,Acquaintance,0,5
44,40,-0.0954623309476905,-1.7940030993258906,0,5,3,31,-0.637685531561239,-0.4382115740480421,31,31-50,OBC,1,Unknown,3,2
0,40,-0.16568890941038555,-1.7940030993258906,0,6,1,4,-0.03497165331562132,-0.7787080532473868,20,18-30,OBC,2,Relative,2,4
8,40,-0.1653133662100503,-1.7940030993258906,0,0,2,18,-0.009936690741033786,0.7428909362011471,45,31-50,General,1,Relative,0,4
10,40,-0.1665902130911902,-1.7940030993258906,0,7,0,28,0.7163006373241799,-0.19413679655938587,55,51+,OBC,1,Relative,0,4
11,40,-0.16711597357165958,-1.7940030993258906,0,11,3,38,0.15929208157055014,-1.1060927866121633,20,18-30,ST,1,Husband,2,5
12,40,-0.1294114362579987,-1.7940030993258906,0,1,2,2,0.29875876928623346,0.5220608853199213,42,31-50,OBC,1,Husband,5,4
21,40,-0.16711597357165958,-1.7940030993258906,0,3,2,39,-1.3612950841598639,0.8878182051939103,17,<18,OBC,2,Relative,4,0
29,40,-0.1644871711693127,-1.7940030993258906,0,4,0,33,-0.08666339675158008,-1.4240829936892436,63,51+,Unknown,1,Stranger,0,3
3,40,2.3958912600764752,-1.7940030993258906,0,3,3,27,1.7055336593721762,-0.009052426096886845,20,18-30,Unknown,0,Husband,2,4
4,50,0.003455748020619009,-1.7940030993258906,0,7,3,3,-1.511989874859731,0.05027117021049195,50,31-50,SC,1,Acquaintance,0,3
5,50,-0.16689064765145842,-1.7940030993258906,0,9,2,19,-0.442339411456072,-0.2235499163413522,48,31-50,OBC,1,Husband,5,0
6,50,-0.16681553901139134,-1.7940030993258906,0,7,2,13,-0.4896165083592763,1.0792162565246526,47,31-50,OBC,1,Relative,3,4
7,50,-0.16553869213025144,-1.7940030993258906,0,9,1,4,0.6745673443164089,-1.70833551968687,31,31-50,General,3,Neighbor,0,0
9,50,-0.15502348252086395,-1.7940030993258906,0,5,0,32,0.7655163907102184,-1.517998040865791,44,31-50,OBC,1,Relative,0,4
13,50,-0.1665902130911902,-1.7940030993258906,0,10,1,20,0.07163782094070191,1.302432813642611,57,51+,OBC,3,Relative,0,5
14,50,-0.15877891452421664,-1.7940030993258906,0,3,2,32,-0.8706873749506644,-0.9587363606954467,25,18-30,Unknown,2,Neighbor,0,2
15,50,-0.1369974089047711,-1.7940030993258906,0,5,2,17,-0.20349651334880972,0.5713010829459542,20,18-30,OBC,3,Relative,2,4
16,50,-0.16606445261072084,-1.7940030993258906,0,5,3,18,-1.0879319290507974,-0.9097491332147575,58,51+,OBC,1,Husband,1,3
17,50,-0.14548468523234814,-1.7940030993258906,0,10,3,2,0.19476352590887863,1.5270193034754214,21,18-30,General,2,Neighbor,0,3
18,50,-0.1667404303713243,-1.7940030993258906,0,1,1,31,0.2632036735269621,-0.16838402201565042,21,18-30,ST,1,Husband,0,0
19,50,-0.16103217372622824,-1.7940030993258906,0,11,2,5,1.6559254296028973,-0.7965466061497284,33,31-50,OBC,1,Husband,0,0
20,50,-0.16103217372622824,-1.7940030993258906,0,8,0,8,0.3952036309880167,0.5104579483449414,21,18-30,OBC,2,Relative,2,0
22,50,-0.11070938488130237,-1.7940030993258906,0,11,3,27,0.21590485987603683,0.3645463273651979,49,31-50,OBC,1,Stranger,5,3
23,50,-0.08299429669655961,-1.7940030993258906,0,4,3,14,-1.2897036995078996,0.03626820126532708,20,18-30,SC,1,Husband,2,4
24,50,-0.16711597357165958,-1.7940030993258906,0,9,2,23,1.5520946893348486,-1.0010717888961826,64,51+,OBC,3,Stranger,4,1
25,50,-0.16711597357165958,-1.7940030993258906,0,2,0,23,-0.5055233808001306,-1.405599506849936,40,31-50,Unknown,3,Husband,0,4
26,50,-0.16711597357165958,-1.7940030993258906,0,3,1,38,-0.30771925202612044,0.3985765683026123,22,18-30,OBC,2,Acquaintance,0,4
27,50,-0.16711597357165958,-1.7940030993258906,0,9,0,23,1.59325282191486,-0.6331700717526,21,18-30,General,2,Neighbor,0,4
28,50,-0.13271621642094905,-1.7940030993258906,0,11,2,35,0.23664960449386832,-1.6819697087216554,22,18-30,OBC,2,Husband,3,3
30,50,-0.16358586748850806,-1.7940030993258906,0,8,0,13,1.4945790516418227,-0.9380452358305349,33,31-50,ST,1,Stranger,0,4
31,50,-0.16290988972790457,-1.7940030993258906,0,9,0,4,0.5991091442022841,1.4507352824818465,43,31-50,SC,1,Husband,5,3
32,50,-0.16606445261072084,-1.7940030993258906,0,6,2,22,-1.4898240937673766,-1.7030392111136392,54,51+,General,1,Relative,5,4
34,50,-0.0911060298238014,-1.7940030993258906,0,3,1,1,1.6048032817826519,-1.4521355998701393,53,51+,ST,1,Relative,3,4
41,50,-0.16711597357165958,-1.7940030993258906,0,8,0,16,1.2423451007152708,1.2324638396211063,53,51+,SC,3,Husband,0,4
42,50,0.026288774601003283,-1.7940030993258906,0,5,2,7,1.6238054969803197,-0.5934932406399688,20,18-30,General,1,Husband,2,4
43,50,-0.16080684780602708,-1.7940030993258906,0,7,0,25,0.7920506656459203,0.48683026046328315,61,51+,OBC,1,Husband,0,4
44,50,-0.163510758848441,-1.7940030993258906,0,1,2,25,-0.5462805230854066,0.42248208918187186,55,51+,General,1,Husband,4,0
0,50,-0.1670408649315925,-1.7940030993258906,0,4,1,11,1.3484395042374977,0.6720665663584394,16,<18,OBC,2,Stranger,2,4
8,50,-0.16598934397065376,-1.7940030993258906,0,2,3,32,0.41940839458436774,-1.0404285196876222,25,18-30,ST,1,Husband,3,3
10,50,-0.16711597357165958,-1.7940030993258906,0,2,1,14,0.5279230719247575,-1.1184267173176172,33,31-50,OBC,1,Husband,5,4
11,50,-0.16711597357165958,-1.7940030993258906,0,8,3,7,0.034833530628682836,1.193481195770006,20,18-30,General,1,Husband,2,3
12,50,-0.16035619596562475,-1.7940030993258906,0,11,3,24,1.0551603420833966,-0.5164607704085626,30,18-30,OBC,1,Neighbor,0,4
21,50,-0.16711597357165958,-1.7940030993258906,0,7,0,25,0.8170780487481408,0.2765888684693885,34,31-50,General,1,Husband,5,4
29,50,-0.16508804028984914,-1.7940030993258906,0,11,2,18,-1.0370825980231648,-0.8541694257444034,36,31-50,General,1,Husband,3,4
3,50,0.5648928325218442,-1.7940030993258906,0,3,2,20,1.2034457476903107,1.0454758990211104,54,51+,ST,3,Relative,0,4
4,42,0.2678381610566475,-1.7940030993258906,1,9,2,34,-1.52501288221874,-1.4743678002311418,61,51+,OBC,3,Stranger,3,3
5,42,-0.16628977853092197,-1.7940030993258906,1,8,1,4,-1.118533776884248,-0.02542943305924356,39,31-50,SC,1,Stranger,0,0
6,42,-0.07338039076797676,-1.7940030993258906,1,9,1,29,1.5265737156491337,-1.2079912044961463,23,18-30,OBC,1,Husband,3,3
7,42,-0.05009671234719016,-1.7940030993258906,1,11,1,35,-1.7106529828591555,-0.2993381009902642,20,18-30,ST,3,Unknown,2,5
9,42,-0.1040247159153346,-1.7940030993258906,1,10,1,8,0.7604884665198397,-0.6663359606399056,39,31-50,OBC,1,Acquaintance,0,4
13,42,-0.16628977853092197,-1.7940030993258906,1,0,0,30,-0.6941450905281211,1.015232230840704,51,51+,SC,3,Stranger,3,4
14,42,0.10830740955422574,-1.7940030993258906,1,7,0,22,-0.24109571023541546,0.6369086239223956,34,31-50,OBC,1,Husband,5,5
15,42,-0.053476601150207574,-1.7940030993258906,1,6,3,4,-0.3677829522703767,-1.681782724595702,17,<18,SC,2,Husband,2,4
16,42,-0.1433065346704036,-1.7940030993258906,1,7,3,6,0.4076615077252349,-0.8393518814896718,19,18-30,OBC,1,Husband,1,3
17,42,-0.1633605415683069,-1.7940030993258906,1,11,2,37,-1.482409125704769,-1.3129683954996014,44,31-50,General,1,Husband,5,0
18,42,-0.13076339177920565,-1.7940030993258906,1,11,1,17,-1.0568707685377332,1.647299709414265,33,31-50,OBC,0,Husband,5,3
19,42,-0.035300310253980616,-1.7940030993258906,1,4,0,1,0.5792155601115236,0.5375388191189377,19,18-30,OBC,1,Relative,3,3
20,42,0.025237253640064534,-1.7940030993258906,1,10,3,18,0.9687886792177961,0.7670761926535344,25,18-30,SC,2,Husband,2,4
22,42,0.02531236228013159,-1.7940030993258906,1,6,2,14,0.4668323011951224,1.4943033422481635,23,18-30,OBC,1,Stranger,5,3
23,42,0.2902956444366965,-1.7940030993258906,1,1,2,25,-0.04496170977314893,0.04101118319230556,57,51+,SC,3,Stranger,1,2
